"x" "y" "class"
0.812 0.421 NA
0.816 0.397 NA
0.816 0.404 NA
0.821 0.422 NA
0.804 0.377 NA
0.822 0.379 NA
0.803 0.424 NA
0.84 0.413 NA
0.828 0.437 NA
0.817 0.407 NA
0.809 0.445 NA
0.778 0.391 NA
0.82 0.463 NA
0.827 0.427 NA
0.839 0.437 NA
0.83 0.405 NA
0.864 0.458 NA
0.818 0.421 NA
0.813 0.393 NA
0.826 0.439 NA
0.85 0.472 NA
0.832 0.456 NA
0.801 0.409 NA
0.834 0.469 NA
0.84 0.457 NA
0.835 0.464 NA
0.824 0.481 NA
0.842 0.484 NA
0.837 0.482 NA
0.837 0.457 NA
0.847 0.47 NA
0.845 0.478 NA
0.837 0.463 NA
0.834 0.516 NA
0.84 0.492 NA
0.831 0.494 NA
0.829 0.494 NA
0.814 0.539 NA
0.844 0.47 NA
0.828 0.509 NA
0.83 0.513 NA
0.835 0.518 NA
0.817 0.525 NA
0.848 0.518 NA
0.837 0.524 NA
0.829 0.524 NA
0.855 0.505 NA
0.813 0.504 NA
0.837 0.547 NA
0.829 0.519 NA
0.824 0.561 NA
0.823 0.547 NA
0.828 0.524 NA
0.832 0.546 NA
0.823 0.551 NA
0.836 0.542 NA
0.834 0.543 NA
0.851 0.496 NA
0.853 0.55 NA
0.809 0.525 NA
0.854 0.553 NA
0.839 0.591 NA
0.835 0.586 NA
0.827 0.578 NA
0.835 0.59 NA
0.852 0.585 NA
0.829 0.61 NA
0.809 0.616 NA
0.826 0.631 NA
0.819 0.613 NA
0.823 0.597 NA
0.843 0.601 NA
0.829 0.636 NA
0.819 0.57 NA
0.816 0.621 NA
0.847 0.635 NA
0.834 0.643 NA
0.827 0.651 NA
0.828 0.651 NA
0.84 0.637 NA
0.827 0.642 NA
0.844 0.598 NA
0.811 0.642 NA
0.859 0.663 NA
0.816 0.654 NA
0.821 0.658 NA
0.818 0.627 NA
0.826 0.635 NA
0.831 0.649 NA
0.811 0.663 NA
0.806 0.688 NA
0.804 0.631 NA
0.836 0.612 NA
0.839 0.646 NA
0.84 0.643 NA
0.839 0.648 NA
0.824 0.661 NA
0.818 0.653 NA
0.852 0.651 NA
0.823 0.68 NA
0.86 0.657 NA
0.817 0.657 NA
0.819 0.667 NA
0.791 0.691 NA
0.81 0.639 NA
0.823 0.69 NA
0.833 0.701 NA
0.804 0.677 NA
0.83 0.651 NA
0.821 0.665 NA
0.814 0.695 NA
0.824 0.68 NA
0.84 0.662 NA
0.803 0.699 NA
0.8 0.724 NA
0.827 0.693 NA
0.826 0.69 NA
0.816 0.682 NA
0.821 0.703 NA
0.84 0.71 NA
0.828 0.701 NA
0.809 0.697 NA
0.825 0.695 NA
0.825 0.705 NA
0.844 0.685 NA
0.82 0.701 NA
0.811 0.701 NA
0.812 0.716 NA
0.841 0.725 NA
0.839 0.665 NA
0.82 0.705 NA
0.835 0.713 NA
0.823 0.681 NA
0.824 0.696 NA
0.807 0.693 NA
0.838 0.726 NA
0.833 0.705 NA
0.803 0.67 NA
0.826 0.708 NA
0.823 0.709 NA
0.802 0.678 NA
0.823 0.694 NA
0.817 0.721 NA
0.822 0.702 NA
0.83 0.726 NA
0.815 0.704 NA
0.843 0.709 NA
0.819 0.686 NA
0.827 0.716 NA
0.816 0.72 NA
0.835 0.708 NA
0.822 0.711 NA
0.834 0.686 NA
0.814 0.616 NA
0.833 0.629 NA
0.813 0.647 NA
0.806 0.623 NA
0.822 0.6 NA
0.835 0.665 NA
0.849 0.481 NA
0.833 0.499 NA
0.817 0.51 NA
0.844 0.537 NA
0.838 0.545 NA
0.82 0.542 NA
0.835 0.511 NA
0.829 0.441 NA
0.832 0.431 NA
0.855 0.442 NA
0.833 0.439 NA
0.845 0.452 NA
0.818 0.427 NA
0.831 0.457 NA
0.825 0.404 NA
0.839 0.429 NA
0.814 0.456 NA
0.83 0.405 NA
0.815 0.419 NA
0.81 0.433 NA
0.822 0.411 NA
0.792 0.36 NA
0.816 0.348 NA
0.801 0.344 NA
0.796 0.354 NA
0.809 0.361 NA
0.825 0.366 NA
0.806 0.372 NA
0.813 0.294 NA
0.804 0.313 NA
0.806 0.291 NA
0.806 0.325 NA
0.787 0.323 NA
0.812 0.322 NA
0.815 0.297 NA
0.805 0.254 NA
0.776 0.282 NA
0.78 0.282 NA
0.81 0.306 NA
0.834 0.313 NA
0.792 0.317 NA
0.804 0.323 NA
0.782 0.305 NA
0.789 0.287 NA
0.773 0.282 NA
0.785 0.266 NA
0.763 0.254 NA
0.783 0.264 NA
0.782 0.261 NA
0.751 0.284 NA
0.758 0.253 NA
0.746 0.257 NA
0.753 0.225 NA
0.762 0.273 NA
0.741 0.264 NA
0.741 0.205 NA
0.689 0.217 NA
0.707 0.211 NA
0.709 0.211 NA
0.695 0.266 NA
0.712 0.226 NA
0.706 0.25 NA
0.728 0.242 NA
0.632 0.219 NA
0.668 0.221 NA
0.647 0.195 NA
0.628 0.237 NA
0.636 0.238 NA
0.642 0.202 NA
0.639 0.188 NA
0.611 0.215 NA
0.589 0.21 NA
0.606 0.197 NA
0.597 0.23 NA
0.615 0.25 NA
0.616 0.202 NA
0.59 0.228 NA
0.529 0.23 NA
0.524 0.251 NA
0.521 0.265 NA
0.542 0.212 NA
0.529 0.258 NA
0.523 0.213 NA
0.526 0.201 NA
0.466 0.229 NA
0.467 0.221 NA
0.467 0.261 NA
0.487 0.229 NA
0.493 0.227 NA
0.483 0.231 NA
0.463 0.263 NA
0.449 0.264 NA
0.452 0.249 NA
0.456 0.275 NA
0.475 0.28 NA
0.483 0.225 NA
0.461 0.275 NA
0.432 0.256 NA
0.455 0.283 NA
0.428 0.264 NA
0.446 0.297 NA
0.417 0.304 NA
0.461 0.245 NA
0.43 0.266 NA
0.441 0.27 NA
0.43 0.281 NA
0.422 0.325 NA
0.426 0.318 NA
0.426 0.313 NA
0.432 0.296 NA
0.427 0.311 NA
0.44 0.303 NA
0.44 0.27 NA
0.43 0.337 NA
0.437 0.296 NA
0.449 0.318 NA
0.433 0.308 NA
0.428 0.303 NA
0.429 0.313 NA
0.408 0.313 NA
0.438 0.328 NA
0.417 0.309 NA
0.411 0.306 NA
0.425 0.269 NA
0.424 0.314 NA
0.448 0.256 NA
0.426 0.29 NA
0.43 0.294 NA
0.424 0.296 NA
0.432 0.265 NA
0.442 0.285 NA
0.442 0.337 NA
0.415 0.301 NA
0.482 0.257 NA
0.492 0.265 NA
0.492 0.287 NA
0.47 0.283 NA
0.477 0.253 NA
0.47 0.255 NA
0.452 0.282 NA
0.533 0.25 NA
0.532 0.242 NA
0.528 0.27 NA
0.539 0.234 NA
0.531 0.24 NA
0.516 0.271 NA
0.536 0.26 NA
0.549 0.24 NA
0.558 0.238 NA
0.541 0.214 NA
0.55 0.232 NA
0.545 0.221 NA
0.575 0.233 NA
0.552 0.215 NA
0.562 0.208 NA
0.543 0.223 NA
0.58 0.24 NA
0.561 0.221 NA
0.551 0.262 NA
0.541 0.24 NA
0.561 0.221 NA
0.552 0.215 NA
0.576 0.246 NA
0.561 0.224 NA
0.563 0.22 NA
0.577 0.216 NA
0.57 0.213 NA
0.56 0.227 NA
0.533 0.21 NA
0.544 0.224 NA
0.555 0.239 NA
0.575 0.227 NA
0.554 0.256 NA
0.57 0.205 NA
0.537 0.204 NA
0.527 0.267 NA
0.533 0.225 NA
0.503 0.268 NA
0.522 0.268 NA
0.527 0.276 NA
0.515 0.241 NA
0.539 0.256 NA
0.451 0.349 NA
0.434 0.369 NA
0.421 0.349 NA
0.443 0.35 NA
0.425 0.329 NA
0.435 0.345 NA
0.444 0.37 NA
0.401 0.419 NA
0.388 0.402 NA
0.365 0.43 NA
0.374 0.38 NA
0.378 0.409 NA
0.361 0.436 NA
0.387 0.415 NA
0.384 0.409 NA
0.388 0.396 NA
0.388 0.419 NA
0.375 0.455 NA
0.363 0.44 NA
0.385 0.447 NA
0.371 0.42 NA
0.386 0.472 NA
0.361 0.471 NA
0.35 0.448 NA
0.379 0.463 NA
0.373 0.455 NA
0.357 0.419 NA
0.379 0.459 NA
0.364 0.473 NA
0.355 0.445 NA
0.377 0.458 NA
0.389 0.473 NA
0.374 0.469 NA
0.384 0.457 NA
0.368 0.473 NA
0.365 0.477 NA
0.395 0.474 NA
0.38 0.455 NA
0.352 0.482 NA
0.353 0.512 NA
0.379 0.479 NA
0.374 0.517 NA
0.396 0.462 NA
0.374 0.471 NA
0.375 0.493 NA
0.375 0.488 NA
0.356 0.456 NA
0.358 0.466 NA
0.392 0.482 NA
0.397 0.507 NA
0.392 0.537 NA
0.368 0.532 NA
0.382 0.538 NA
0.364 0.515 NA
0.373 0.548 NA
0.377 0.529 NA
0.372 0.548 NA
0.378 0.542 NA
0.363 0.546 NA
0.347 0.556 NA
0.363 0.536 NA
0.363 0.558 NA
0.378 0.522 NA
0.393 0.533 NA
0.395 0.54 NA
0.398 0.566 NA
0.398 0.565 NA
0.36 0.574 NA
0.376 0.562 NA
0.37 0.539 NA
0.384 0.593 NA
0.376 0.554 NA
0.384 0.582 NA
0.383 0.586 NA
0.389 0.598 NA
0.381 0.573 NA
0.373 0.58 NA
0.389 0.592 NA
0.402 0.613 NA
0.377 0.582 NA
0.406 0.588 NA
0.366 0.572 NA
0.398 0.598 NA
0.37 0.584 NA
0.391 0.591 NA
0.394 0.557 NA
0.376 0.61 NA
0.359 0.622 NA
0.397 0.596 NA
0.394 0.639 NA
0.4 0.608 NA
0.421 0.613 NA
0.351 0.597 NA
0.41 0.626 NA
0.393 0.593 NA
0.37 0.609 NA
0.375 0.649 NA
0.387 0.632 NA
0.362 0.655 NA
0.394 0.608 NA
0.391 0.635 NA
0.404 0.641 NA
0.396 0.619 NA
0.385 0.618 NA
0.36 0.614 NA
0.391 0.626 NA
0.402 0.612 NA
0.37 0.639 NA
0.383 0.563 NA
0.385 0.638 NA
0.389 0.608 NA
0.385 0.64 NA
0.388 0.579 NA
0.374 0.591 NA
0.385 0.599 NA
0.386 0.576 NA
0.373 0.601 NA
0.4 0.623 NA
0.363 0.56 NA
0.371 0.562 NA
0.351 0.499 NA
0.361 0.533 NA
0.369 0.488 NA
0.358 0.543 NA
0.376 0.534 NA
0.4 0.52 NA
0.373 0.507 NA
0.401 0.506 NA
0.374 0.48 NA
0.384 0.528 NA
0.412 0.515 NA
0.39 0.524 NA
0.386 0.53 NA
0.401 0.443 NA
0.38 0.469 NA
0.397 0.468 NA
0.375 0.455 NA
0.4 0.421 NA
0.38 0.435 NA
0.401 0.485 NA
0.408 0.39 NA
0.401 0.402 NA
0.402 0.448 NA
0.379 0.435 NA
0.393 0.398 NA
0.435 0.4 NA
0.383 0.432 NA
0.373 0.347 NA
0.423 0.347 NA
0.404 0.348 NA
0.427 0.361 NA
0.407 0.334 NA
0.403 0.354 NA
0.399 0.378 NA
0.399 0.33 NA
0.434 0.355 NA
0.439 0.352 NA
0.394 0.338 NA
0.428 0.327 NA
0.401 0.333 NA
0.426 0.341 NA
0.413 0.303 NA
0.404 0.326 NA
0.447 0.313 NA
0.426 0.313 NA
0.419 0.318 NA
0.425 0.319 NA
0.416 0.342 NA
0.427 0.268 NA
0.442 0.318 NA
0.449 0.3 NA
0.434 0.326 NA
0.464 0.281 NA
0.469 0.298 NA
0.456 0.296 NA
0.507 0.294 NA
0.459 0.288 NA
0.475 0.304 NA
0.48 0.302 NA
0.486 0.314 NA
0.51 0.253 NA
0.472 0.306 NA
0.519 0.264 NA
0.513 0.216 NA
0.518 0.292 NA
0.523 0.232 NA
0.551 0.274 NA
0.493 0.26 NA
0.535 0.266 NA
0.539 0.266 NA
0.534 0.247 NA
0.555 0.239 NA
0.562 0.227 NA
0.568 0.259 NA
0.554 0.27 NA
0.563 0.278 NA
0.572 0.248 NA
0.572 0.266 NA
0.602 0.252 NA
0.589 0.253 NA
0.572 0.254 NA
0.573 0.23 NA
0.569 0.281 NA
0.638 0.255 NA
0.663 0.253 NA
0.622 0.269 NA
0.666 0.237 NA
0.645 0.255 NA
0.652 0.236 NA
0.643 0.257 NA
0.663 0.209 NA
0.692 0.265 NA
0.663 0.23 NA
0.654 0.236 NA
0.668 0.236 NA
0.662 0.213 NA
0.658 0.218 NA
0.652 0.264 NA
0.688 0.184 NA
0.686 0.233 NA
0.68 0.236 NA
0.688 0.199 NA
0.67 0.244 NA
0.696 0.204 NA
0.709 0.23 NA
0.714 0.232 NA
0.716 0.205 NA
0.71 0.207 NA
0.73 0.239 NA
0.719 0.206 NA
0.709 0.242 NA
0.692 0.234 NA
0.715 0.225 NA
0.691 0.228 NA
0.704 0.222 NA
0.71 0.221 NA
0.742 0.225 NA
0.704 0.195 NA
0.69 0.242 NA
0.713 0.194 NA
0.7 0.218 NA
0.721 0.204 NA
0.712 0.214 NA
0.718 0.204 NA
0.717 0.211 NA
0.69 0.202 NA
0.724 0.186 NA
0.695 0.209 NA
0.696 0.208 NA
0.695 0.224 NA
0.723 0.248 NA
0.727 0.222 NA
0.691 0.204 NA
0.706 0.233 NA
0.686 0.181 NA
0.709 0.219 NA
0.689 0.197 NA
0.695 0.21 NA
0.684 0.226 NA
0.66 0.216 NA
0.684 0.216 NA
0.681 0.227 NA
0.676 0.193 NA
0.692 0.187 NA
0.685 0.207 NA
0.691 0.192 NA
0.647 0.209 NA
0.644 0.206 NA
0.623 0.233 NA
0.655 0.223 NA
0.632 0.228 NA
0.622 0.222 NA
0.617 0.213 NA
0.54 0.214 NA
0.535 0.242 NA
0.555 0.22 NA
0.559 0.243 NA
0.566 0.23 NA
0.552 0.184 NA
0.543 0.251 NA
0.504 0.281 NA
0.484 0.266 NA
0.473 0.274 NA
0.471 0.268 NA
0.492 0.275 NA
0.488 0.263 NA
0.489 0.269 NA
0.42 0.308 NA
0.403 0.3 NA
0.403 0.319 NA
0.431 0.296 NA
0.436 0.332 NA
0.455 0.281 NA
0.441 0.308 NA
0.416 0.34 NA
0.412 0.368 NA
0.395 0.358 NA
0.419 0.345 NA
0.399 0.35 NA
0.407 0.348 NA
0.406 0.379 NA
0.415 0.395 NA
0.404 0.402 NA
0.398 0.385 NA
0.426 0.414 NA
0.395 0.412 NA
0.405 0.388 NA
0.385 0.401 NA
0.396 0.436 NA
0.392 0.441 NA
0.404 0.451 NA
0.376 0.431 NA
0.383 0.425 NA
0.414 0.434 NA
0.415 0.414 NA
0.371 0.498 NA
0.376 0.49 NA
0.368 0.508 NA
0.396 0.482 NA
0.383 0.495 NA
0.396 0.488 NA
0.386 0.507 NA
0.372 0.506 NA
0.368 0.507 NA
0.388 0.503 NA
0.378 0.515 NA
0.371 0.511 NA
0.362 0.517 NA
0.391 0.548 NA
0.349 0.545 NA
0.38 0.538 NA
0.377 0.544 NA
0.384 0.564 NA
0.391 0.533 NA
0.387 0.535 NA
0.375 0.511 NA
0.361 0.536 NA
0.375 0.59 NA
0.357 0.547 NA
0.367 0.585 NA
0.367 0.553 NA
0.342 0.519 NA
0.369 0.56 NA
0.399 0.576 NA
0.382 0.587 NA
0.379 0.56 NA
0.381 0.617 NA
0.379 0.581 NA
0.386 0.594 NA
0.382 0.586 NA
0.387 0.593 NA
0.398 0.606 NA
0.382 0.595 NA
0.394 0.585 NA
0.419 0.599 NA
0.376 0.604 NA
0.353 0.605 NA
0.378 0.616 NA
0.386 0.627 NA
0.379 0.614 NA
0.39 0.597 NA
0.386 0.59 NA
0.371 0.601 NA
0.363 0.62 NA
0.378 0.623 NA
0.383 0.617 NA
0.364 0.644 NA
0.401 0.622 NA
0.387 0.623 NA
0.358 0.628 NA
0.368 0.616 NA
0.418 0.616 NA
0.385 0.613 NA
0.38 0.616 NA
0.39 0.61 NA
0.392 0.643 NA
0.372 0.614 NA
0.392 0.578 NA
0.377 0.52 NA
0.364 0.498 NA
0.346 0.523 NA
0.357 0.452 NA
0.37 0.457 NA
0.377 0.526 NA
0.37 0.504 NA
0.389 0.394 NA
0.398 0.423 NA
0.376 0.398 NA
0.365 0.388 NA
0.381 0.391 NA
0.359 0.395 NA
0.355 0.393 NA
0.403 0.322 NA
0.362 0.316 NA
0.381 0.298 NA
0.408 0.297 NA
0.399 0.294 NA
0.375 0.301 NA
0.382 0.279 NA
0.392 0.231 NA
0.419 0.263 NA
0.415 0.262 NA
0.407 0.264 NA
0.415 0.255 NA
0.418 0.217 NA
0.403 0.225 NA
0.411 0.189 NA
0.436 0.238 NA
0.438 0.204 NA
0.429 0.232 NA
0.435 0.247 NA
0.454 0.242 NA
0.452 0.225 NA
0.474 0.199 NA
0.459 0.179 NA
0.451 0.199 NA
0.445 0.219 NA
0.455 0.207 NA
0.447 0.223 NA
0.443 0.192 NA
0.477 0.207 NA
0.482 0.211 NA
0.472 0.242 NA
0.473 0.204 NA
0.482 0.186 NA
0.474 0.179 NA
0.466 0.218 NA
0.512 0.198 NA
0.498 0.189 NA
0.494 0.169 NA
0.509 0.173 NA
0.477 0.194 NA
0.48 0.188 NA
0.507 0.171 NA
0.509 0.206 NA
0.512 0.163 NA
0.551 0.185 NA
0.529 0.201 NA
0.513 0.187 NA
0.512 0.191 NA
0.501 0.191 NA
0.547 0.186 NA
0.541 0.194 NA
0.531 0.198 NA
0.533 0.231 NA
0.554 0.205 NA
0.547 0.163 NA
0.537 0.182 NA
0.587 0.234 NA
0.559 0.181 NA
0.558 0.19 NA
0.572 0.182 NA
0.598 0.197 NA
0.582 0.216 NA
0.595 0.188 NA
0.613 0.17 NA
0.616 0.209 NA
0.594 0.173 NA
0.607 0.208 NA
0.606 0.208 NA
0.61 0.18 NA
0.625 0.177 NA
0.667 0.215 NA
0.67 0.208 NA
0.662 0.19 NA
0.668 0.197 NA
0.65 0.194 NA
0.668 0.181 NA
0.637 0.165 NA
0.725 0.193 NA
0.714 0.206 NA
0.717 0.217 NA
0.733 0.208 NA
0.718 0.188 NA
0.712 0.226 NA
0.711 0.202 NA
0.775 0.196 NA
0.782 0.224 NA
0.779 0.202 NA
0.756 0.269 NA
0.763 0.196 NA
0.747 0.221 NA
0.777 0.21 NA
0.79 0.225 NA
0.777 0.234 NA
0.764 0.219 NA
0.789 0.226 NA
0.767 0.258 NA
0.786 0.25 NA
0.769 0.2 NA
0.787 0.287 NA
0.79 0.231 NA
0.807 0.26 NA
0.769 0.226 NA
0.809 0.22 NA
0.799 0.227 NA
0.767 0.224 NA
0.784 0.254 NA
0.79 0.238 NA
0.806 0.241 NA
0.812 0.259 NA
0.797 0.261 NA
0.775 0.241 NA
0.812 0.253 NA
0.822 0.264 NA
0.809 0.255 NA
0.787 0.274 NA
0.829 0.289 NA
0.779 0.27 NA
0.811 0.238 NA
0.807 0.285 NA
0.799 0.28 NA
0.803 0.302 NA
0.816 0.302 NA
0.799 0.305 NA
0.791 0.305 NA
0.806 0.293 NA
0.822 0.277 NA
0.808 0.312 NA
0.799 0.29 NA
0.819 0.316 NA
0.831 0.326 NA
0.82 0.321 NA
0.817 0.353 NA
0.812 0.324 NA
0.852 0.353 NA
0.808 0.303 NA
0.795 0.336 NA
0.809 0.349 NA
0.847 0.327 NA
0.814 0.317 NA
0.831 0.317 NA
0.835 0.348 NA
0.813 0.341 NA
0.835 0.35 NA
0.809 0.362 NA
0.806 0.387 NA
0.823 0.338 NA
0.826 0.329 NA
0.807 0.387 NA
0.838 0.369 NA
0.818 0.386 NA
0.85 0.385 NA
0.832 0.332 NA
0.823 0.372 NA
0.834 0.408 NA
0.843 0.441 NA
0.808 0.38 NA
0.842 0.403 NA
0.849 0.432 NA
0.819 0.433 NA
0.826 0.423 NA
0.836 0.414 NA
0.809 0.47 NA
0.824 0.419 NA
0.848 0.45 NA
0.835 0.415 NA
0.823 0.456 NA
0.817 0.461 NA
0.845 0.473 NA
0.834 0.48 NA
0.865 0.45 NA
0.825 0.47 NA
0.839 0.484 NA
0.855 0.484 NA
0.824 0.487 NA
0.838 0.501 NA
0.803 0.503 NA
0.84 0.478 NA
0.865 0.504 NA
0.835 0.507 NA
0.832 0.518 NA
0.82 0.502 NA
0.836 0.512 NA
0.865 0.517 NA
0.829 0.495 NA
0.854 0.527 NA
0.866 0.538 NA
0.825 0.516 NA
0.855 0.526 NA
0.825 0.547 NA
0.826 0.557 NA
0.831 0.547 NA
0.855 0.563 NA
0.826 0.548 NA
0.839 0.567 NA
0.833 0.546 NA
0.843 0.565 NA
0.844 0.619 NA
0.839 0.617 NA
0.849 0.595 NA
0.834 0.583 NA
0.833 0.593 NA
0.846 0.603 NA
0.832 0.58 NA
0.837 0.581 NA
0.863 0.63 NA
0.834 0.616 NA
0.817 0.6 NA
0.826 0.6 NA
0.865 0.635 NA
0.833 0.623 NA
0.831 0.634 NA
0.834 0.631 NA
0.829 0.597 NA
0.818 0.631 NA
0.84 0.623 NA
0.824 0.625 NA
0.849 0.631 NA
0.834 0.663 NA
0.832 0.595 NA
0.828 0.616 NA
0.823 0.652 NA
0.86 0.65 NA
0.845 0.623 NA
0.829 0.654 NA
0.825 0.667 NA
0.846 0.633 NA
0.838 0.634 NA
0.843 0.659 NA
0.843 0.65 NA
0.829 0.657 NA
0.836 0.621 NA
0.853 0.65 NA
0.826 0.646 NA
0.833 0.643 NA
0.819 0.638 NA
0.829 0.648 NA
0.81 0.633 NA
0.83 0.649 NA
0.854 0.669 NA
0.836 0.634 NA
0.828 0.648 NA
0.813 0.657 NA
0.812 0.659 NA
0.818 0.669 NA
0.819 0.667 NA
0.815 0.675 NA
0.827 0.679 NA
0.835 0.641 NA
0.824 0.635 NA
0.842 0.672 NA
0.836 0.646 NA
0.834 0.647 NA
0.829 0.674 NA
0.843 0.673 NA
0.838 0.683 NA
0.852 0.675 NA
0.849 0.644 NA
0.837 0.67 NA
0.829 0.646 NA
0.5 0.271 NA
0.516 0.264 NA
0.507 0.269 NA
0.526 0.237 NA
0.513 0.233 NA
0.506 0.221 NA
0.515 0.26 NA
