,true_label,24,25,26,27,28
14968,S,15,3,12,5,13
14969,Y,2,9,24,14,5
14970,J,13,14,14,24,23
14971,A,3,5,6,2,12
14972,C,9,8,16,26,0
14973,Y,19,12,22,3,16
14974,V,2,9,24,14,5
14975,V,2,9,24,14,5
14976,D,9,8,16,26,0
14977,H,13,7,14,20,15
14978,T,19,12,22,3,16
14979,L,11,22,11,7,17
14980,X,0,18,13,9,3
14981,D,17,23,21,4,22
14982,G,14,16,8,23,1
14983,D,15,3,12,13,13
14984,V,19,12,22,3,16
14985,G,5,1,18,23,2
14986,D,5,1,18,13,2
14987,C,3,5,6,5,25
14988,U,6,15,7,10,8
14989,H,6,11,7,10,8
14990,J,13,14,14,24,23
14991,I,22,2,3,25,18
14992,W,23,19,2,15,10
14993,K,15,3,12,5,13
14994,I,22,3,3,25,14
14995,H,15,3,12,5,13
14996,C,9,8,16,26,0
14997,A,0,17,13,0,3
14998,L,1,0,20,24,4
14999,V,10,4,5,6,11
15000,Q,15,3,12,13,13
15001,R,15,3,12,5,13
15002,F,19,4,23,12,24
15003,F,1,10,20,11,4
15004,T,10,20,5,6,11
15005,T,4,24,25,6,9
15006,G,5,1,18,23,2
15007,Z,12,18,4,2,21
15008,C,14,16,10,22,1
15009,O,9,7,16,26,0
15010,V,2,9,24,14,5
15011,I,22,2,3,25,18
15012,H,6,11,7,10,8
15013,D,3,5,6,2,12
15014,E,5,1,18,23,2
15015,Q,17,23,21,4,22
15016,P,10,24,5,6,11
15017,X,3,5,6,2,12
15018,F,19,4,23,12,24
15019,E,1,10,10,22,18
15020,J,22,10,3,25,18
15021,M,16,21,17,21,6
15022,H,6,11,7,10,8
15023,Q,21,0,1,24,19
15024,G,9,8,16,26,0
15025,Z,9,8,16,26,0
15026,E,14,16,8,1,1
15027,K,5,1,18,23,2
15028,O,17,23,21,4,22
15029,V,2,9,24,14,5
15030,V,8,6,0,8,26
15031,K,3,5,6,2,25
15032,C,14,16,8,1,1
15033,F,20,4,23,12,24
15034,L,22,0,3,25,14
15035,F,12,21,4,2,21
15036,Z,4,2,25,4,18
15037,D,3,5,6,16,12
15038,V,8,6,5,6,11
15039,F,10,4,5,12,24
15040,G,5,1,25,23,2
15041,G,9,8,16,26,0
15042,I,22,3,3,25,14
15043,C,14,16,8,1,1
15044,F,10,20,5,6,11
15045,Q,3,5,6,2,12
15046,W,23,12,2,15,10
15047,Y,12,5,4,2,21
15048,R,17,23,21,4,22
15049,D,17,23,21,4,22
15050,L,11,22,11,7,17
15051,T,2,9,24,14,5
15052,O,5,1,18,23,2
15053,V,10,24,5,6,11
15054,A,5,5,18,2,12
15055,K,12,21,17,21,21
15056,E,4,18,25,4,9
15057,D,1,10,20,11,4
15058,Q,5,1,18,23,2
15059,T,5,1,18,13,2
15060,U,4,24,25,22,9
15061,N,0,18,13,8,3
15062,C,14,16,8,1,1
15063,L,11,22,11,7,17
15064,V,19,12,22,3,16
15065,X,17,23,21,4,22
15066,V,8,6,0,8,26
15067,D,15,3,12,13,13
15068,S,3,5,6,5,25
15069,F,20,20,19,6,20
15070,W,8,6,0,8,26
15071,C,5,1,18,23,2
15072,H,6,11,7,10,8
15073,S,7,13,15,18,27
15074,K,17,23,21,4,22
15075,B,12,21,4,21,21
15076,T,2,9,24,14,5
15077,U,6,15,7,10,8
15078,M,23,19,2,16,10
15079,F,3,5,6,16,12
15080,S,1,10,20,11,24
15081,I,3,5,6,2,25
15082,B,12,21,4,21,21
15083,G,9,8,16,26,0
15084,Y,10,4,23,12,24
15085,D,15,3,12,13,13
15086,E,3,5,6,2,25
15087,A,0,17,13,9,3
15088,X,5,1,18,23,2
15089,V,19,12,22,3,16
15090,E,9,8,16,26,0
15091,F,17,23,21,4,22
15092,E,1,10,20,11,4
15093,K,5,1,18,5,2
15094,N,23,19,2,16,10
15095,K,3,5,6,2,25
15096,G,15,3,10,5,13
15097,H,4,24,25,22,9
15098,N,8,6,0,8,26
15099,I,22,3,3,25,14
15100,B,5,1,18,23,2
15101,E,15,3,12,13,13
15102,O,5,1,18,23,2
15103,Q,15,3,12,5,25
15104,P,20,20,23,19,20
15105,W,23,19,2,15,10
15106,T,19,12,22,3,16
15107,O,5,1,18,13,2
15108,B,17,23,21,4,22
15109,J,4,2,25,22,9
15110,M,16,21,17,21,6
15111,Z,17,23,21,4,22
15112,E,15,3,12,13,13
15113,U,6,15,7,10,8
15114,G,15,3,12,5,13
15115,A,21,0,1,24,23
15116,P,19,4,23,12,24
15117,O,15,3,12,5,13
15118,L,11,22,11,7,17
15119,W,19,12,22,3,16
15120,H,6,11,7,10,8
15121,V,19,12,22,3,16
15122,V,19,12,22,3,16
15123,Q,13,7,14,20,15
15124,U,5,1,18,23,2
15125,C,4,24,25,22,9
15126,C,4,24,25,22,9
15127,V,12,21,4,21,21
15128,E,0,18,13,9,25
15129,E,14,16,8,1,1
15130,A,21,0,1,24,23
15131,S,4,2,25,22,9
15132,B,12,21,4,21,21
15133,W,13,7,14,20,15
15134,J,20,20,19,19,20
15135,Q,5,1,18,23,2
15136,J,0,18,19,9,3
15137,A,21,17,1,0,19
15138,I,22,2,3,25,18
15139,X,19,4,10,12,24
15140,J,17,23,19,4,22
15141,O,5,1,18,13,2
15142,Z,7,13,15,18,27
15143,P,19,4,23,12,24
15144,E,14,16,8,1,1
15145,X,22,2,3,25,18
15146,W,23,19,2,16,10
15147,T,4,24,25,6,9
15148,J,22,2,3,25,18
15149,Y,10,24,5,6,11
15150,B,9,8,16,26,0
15151,E,15,3,12,5,13
15152,B,3,5,6,16,12
15153,V,10,4,5,6,11
15154,U,5,19,18,16,2
15155,P,20,20,19,19,20
15156,S,1,10,20,11,4
15157,L,11,22,11,7,17
15158,E,12,21,4,21,21
15159,F,10,4,10,12,24
15160,G,15,3,12,5,13
15161,D,17,23,21,4,22
15162,T,12,21,4,2,12
15163,L,22,2,3,25,4
15164,U,5,1,18,16,2
15165,E,0,18,13,9,3
15166,T,2,9,24,14,5
15167,R,3,5,6,2,12
15168,A,21,0,1,0,19
15169,Y,2,9,24,14,5
15170,C,14,16,8,1,1
15171,Q,13,7,14,20,15
15172,S,9,8,16,26,13
15173,A,13,0,14,24,23
15174,M,6,11,7,10,8
15175,T,19,12,22,3,16
15176,A,0,17,13,9,3
15177,R,17,23,21,4,22
15178,X,3,5,6,2,25
15179,N,17,23,21,4,22
15180,C,14,3,10,22,1
15181,N,23,3,2,16,10
15182,Y,3,5,6,2,25
15183,L,11,22,11,7,17
15184,Q,13,7,14,20,15
15185,V,19,12,22,3,16
15186,B,17,23,21,4,22
15187,B,9,8,16,26,0
15188,U,4,24,25,22,9
15189,O,17,23,21,4,19
15190,B,13,7,14,20,15
15191,A,21,17,1,0,19
15192,O,0,18,13,9,3
15193,X,0,18,13,9,3
15194,F,19,4,23,12,24
15195,D,1,10,20,11,4
15196,W,23,19,2,15,10
15197,N,23,10,2,11,10
15198,K,4,24,25,22,9
15199,X,1,10,20,11,4
15200,N,23,19,2,16,10
15201,R,12,5,4,2,21
15202,I,22,2,3,25,14
15203,G,5,1,8,23,1
15204,A,21,0,1,24,23
15205,J,0,18,13,9,3
15206,J,17,23,21,4,22
15207,S,5,13,18,23,2
15208,I,1,10,20,11,18
15209,H,6,11,7,10,8
15210,D,9,8,16,26,0
15211,X,9,8,16,26,0
15212,H,9,8,16,26,0
15213,M,6,11,7,10,8
15214,Y,2,9,24,14,5
15215,P,17,23,21,4,22
15216,Z,7,13,15,18,27
15217,F,3,5,6,2,25
15218,B,15,3,12,13,13
15219,Q,5,1,18,23,2
15220,I,13,7,14,20,14
15221,F,10,4,5,6,11
15222,G,15,3,12,5,13
15223,L,22,2,3,25,19
15224,D,0,17,13,9,22
15225,Z,9,8,16,26,0
15226,H,5,1,18,23,2
15227,R,17,23,21,4,22
15228,G,12,21,4,21,21
15229,A,21,5,1,0,12
15230,B,17,23,21,4,22
15231,T,19,12,22,3,16
15232,F,23,19,2,16,10
15233,U,19,4,10,12,24
15234,D,17,23,21,4,22
15235,O,13,7,14,20,15
15236,K,1,10,20,11,4
15237,L,3,5,6,16,12
15238,U,19,4,10,12,24
15239,N,6,11,7,10,8
15240,B,9,8,16,26,0
15241,R,15,3,12,5,13
15242,E,1,10,20,11,4
15243,I,12,5,4,2,21
15244,C,0,18,13,9,3
15245,Z,9,8,16,26,0
15246,Y,3,5,6,2,12
15247,Y,2,9,24,14,5
15248,Q,15,3,12,5,13
15249,U,16,21,17,21,6
15250,B,17,23,21,4,22
15251,M,23,19,2,16,10
15252,P,19,4,23,12,24
15253,G,5,1,18,23,2
15254,U,19,7,14,20,15
15255,Q,0,23,13,9,22
15256,Q,3,5,6,2,25
15257,Q,15,3,12,5,13
15258,B,5,1,18,23,2
15259,I,22,3,3,25,14
15260,T,7,13,15,18,27
15261,N,8,6,0,8,26
15262,K,13,7,14,20,15
15263,P,20,20,19,19,20
15264,Z,1,10,20,11,4
15265,D,1,10,21,11,4
15266,E,14,16,8,1,1
15267,Z,7,2,15,18,18
15268,M,16,6,17,8,6
15269,F,19,4,23,12,24
15270,E,14,16,8,1,1
15271,R,17,10,21,11,4
15272,C,14,16,8,1,1
15273,E,3,5,6,2,25
15274,Q,12,5,4,2,21
15275,X,4,18,25,4,9
15276,H,4,18,25,4,9
15277,Y,19,12,22,3,16
15278,N,17,23,21,4,22
15279,H,3,5,6,2,25
15280,R,13,7,14,20,15
15281,L,11,22,11,7,17
15282,O,5,1,18,23,2
15283,W,19,4,22,12,24
15284,Z,7,4,10,18,18
15285,Q,15,3,12,5,25
15286,K,3,23,21,16,22
15287,R,3,5,6,2,12
15288,X,15,3,12,5,13
15289,G,14,16,8,1,1
15290,Q,3,5,6,2,12
15291,Z,1,10,20,11,4
15292,C,14,16,8,1,1
15293,I,22,2,3,25,18
15294,S,5,1,18,23,2
15295,G,15,3,12,13,13
15296,O,15,3,12,5,13
15297,A,21,0,1,24,23
15298,A,21,17,1,0,19
15299,B,15,3,12,13,13
15300,O,15,3,12,13,13
15301,O,15,3,12,5,13
15302,R,15,3,12,5,13
15303,V,8,6,0,15,26
15304,L,17,17,9,0,19
15305,M,23,19,2,16,10
15306,U,5,1,18,23,2
15307,N,8,6,0,15,26
15308,W,23,19,2,15,10
15309,J,22,2,3,25,18
15310,E,1,10,20,11,4
15311,R,9,8,16,26,0
15312,B,9,8,16,26,0
15313,G,16,21,17,21,6
15314,J,18,14,9,17,7
15315,N,6,11,7,10,8
15316,H,6,11,7,10,8
15317,D,5,1,18,13,2
15318,U,6,15,7,10,8
15319,O,5,1,18,23,2
15320,J,18,14,9,17,7
15321,E,4,24,25,22,9
15322,A,21,17,1,0,19
15323,C,3,5,6,2,25
15324,Y,2,9,24,14,5
15325,V,10,4,5,12,11
15326,P,20,20,19,19,20
15327,M,23,19,2,16,10
15328,I,22,10,3,25,18
15329,J,12,21,4,21,21
15330,Z,0,18,13,9,3
15331,A,3,5,6,2,12
15332,A,21,17,1,0,19
15333,G,14,16,8,1,1
15334,U,6,15,7,10,8
15335,X,3,5,6,2,12
15336,L,11,22,11,7,17
15337,Z,7,13,15,18,27
15338,I,0,18,13,9,3
15339,D,3,5,6,2,12
15340,Y,10,24,5,6,11
15341,T,2,9,24,14,5
15342,F,4,20,25,4,9
15343,S,0,17,13,0,19
15344,K,19,10,10,11,24
15345,J,18,14,9,17,7
15346,G,9,8,16,26,0
15347,A,21,17,1,0,19
15348,W,19,12,22,3,16
15349,R,15,3,12,13,13
15350,Q,15,3,12,5,13
15351,C,9,8,16,26,0
15352,G,15,3,10,5,13
15353,C,9,8,16,26,0
15354,Q,12,5,4,2,25
15355,W,23,19,2,15,10
15356,C,3,1,6,23,25
15357,G,15,3,12,5,13
15358,P,20,20,19,19,20
15359,A,21,17,1,0,19
15360,W,8,6,0,15,26
15361,A,21,0,1,24,23
15362,Z,7,13,15,18,27
15363,V,19,12,22,3,16
15364,J,22,2,3,25,18
15365,T,10,20,5,6,11
15366,M,23,7,14,20,15
15367,D,12,21,4,21,21
15368,N,23,19,2,16,10
15369,N,1,10,20,11,4
15370,E,14,16,8,1,1
15371,B,3,5,12,13,13
15372,J,1,10,20,11,4
15373,F,10,20,5,6,11
15374,T,2,9,24,14,5
15375,H,6,11,7,10,8
15376,K,17,2,21,4,18
15377,J,18,14,9,17,7
15378,U,23,12,2,3,10
15379,J,18,14,9,17,7
15380,I,9,8,20,26,0
15381,P,3,5,6,2,12
15382,W,23,19,2,15,10
15383,Z,7,13,15,18,27
15384,K,4,24,25,22,9
15385,O,15,3,12,5,13
15386,J,18,14,9,17,7
15387,C,12,21,4,21,21
15388,A,21,17,1,0,19
15389,T,3,5,6,2,12
15390,S,0,18,13,9,3
15391,U,19,7,14,20,15
15392,F,20,20,19,19,20
15393,J,1,10,20,11,4
15394,M,23,19,2,16,10
15395,A,21,17,1,0,19
15396,Z,7,13,15,18,27
15397,T,10,4,23,12,24
15398,C,0,18,13,9,3
15399,D,17,23,21,4,22
15400,P,20,20,19,19,20
15401,P,20,20,19,19,20
15402,F,19,4,23,12,24
15403,K,4,18,25,4,9
15404,M,6,11,7,10,8
15405,K,9,8,16,26,0
15406,C,4,24,10,22,9
15407,A,21,17,1,0,19
15408,B,5,1,18,13,2
15409,X,9,8,16,26,0
15410,R,3,19,6,16,12
15411,C,9,8,16,26,0
15412,P,20,20,19,19,20
15413,Y,10,20,5,6,11
15414,Y,2,9,24,14,5
15415,K,8,6,0,8,26
15416,L,11,22,11,7,17
15417,W,23,19,2,15,10
15418,K,15,3,12,5,13
15419,E,14,16,8,1,1
15420,M,6,11,7,10,8
15421,J,18,14,9,17,7
15422,T,15,3,12,13,13
15423,W,19,12,22,3,16
15424,E,1,10,20,11,4
15425,Z,7,13,15,18,27
15426,Y,2,9,24,14,5
15427,O,5,1,18,23,2
15428,V,2,9,24,14,5
15429,L,11,22,11,7,17
15430,B,3,5,6,2,12
15431,D,1,10,20,11,4
15432,J,4,24,25,22,18
15433,D,3,5,6,2,12
15434,G,15,3,12,13,13
15435,N,23,19,2,16,10
15436,D,17,23,21,4,22
15437,R,3,5,6,2,12
15438,U,6,15,7,10,8
15439,I,1,10,20,11,4
15440,L,11,22,11,7,17
15441,F,19,4,23,12,24
15442,M,23,19,2,16,10
15443,Q,15,3,12,13,13
15444,G,14,1,18,23,2
15445,S,9,8,16,26,0
15446,D,13,7,14,20,15
15447,H,5,1,18,23,2
15448,K,1,10,20,11,4
15449,U,19,12,10,3,16
15450,B,15,3,12,13,13
15451,P,12,21,17,21,6
15452,T,10,20,5,6,11
15453,I,13,7,14,20,15
15454,D,15,3,12,13,13
15455,B,1,10,20,11,4
15456,W,8,6,0,15,26
15457,X,17,23,21,4,22
15458,P,5,1,18,23,2
15459,P,1,10,20,11,4
15460,F,12,5,4,2,21
15461,Z,4,2,15,18,18
15462,T,10,4,5,12,24
15463,R,17,23,21,4,22
15464,I,13,7,14,20,14
15465,T,2,9,24,14,5
15466,S,21,17,1,0,19
15467,R,15,1,12,5,2
15468,S,17,23,21,4,22
15469,C,4,24,25,22,9
15470,G,9,8,16,26,0
15471,W,19,12,22,3,16
15472,X,4,24,25,22,9
15473,F,19,4,23,12,24
15474,U,15,3,10,5,13
15475,Y,4,24,25,22,9
15476,I,22,3,3,25,14
15477,A,21,17,1,0,19
15478,I,13,3,14,25,14
15479,Q,15,3,12,13,13
15480,E,14,16,8,1,1
15481,V,19,12,22,3,16
15482,L,22,2,20,25,4
15483,S,1,10,20,11,4
15484,D,5,1,18,23,2
15485,B,12,5,4,2,21
15486,B,15,3,12,13,13
15487,U,19,12,10,3,16
15488,U,4,1,18,22,9
15489,C,14,16,8,1,1
15490,Y,10,24,5,6,11
15491,R,16,21,17,21,6
15492,M,13,7,14,20,15
15493,L,11,22,11,7,17
15494,K,14,16,8,1,1
15495,C,3,5,6,5,25
15496,V,10,9,5,6,11
15497,S,17,2,21,4,18
15498,F,1,10,20,11,4
15499,F,20,20,19,6,20
15500,A,17,17,13,0,19
15501,A,18,17,9,0,19
15502,M,6,11,7,10,8
15503,V,19,12,22,3,16
15504,H,0,18,13,9,3
15505,W,8,6,0,8,26
15506,E,14,16,8,1,1
15507,F,4,24,25,22,9
15508,R,13,7,14,20,15
15509,B,9,8,16,26,0
15510,J,1,10,20,11,4
15511,D,13,7,14,20,15
15512,I,22,10,3,25,18
15513,W,23,19,2,15,10
15514,U,4,24,25,22,9
15515,K,13,7,14,20,15
15516,V,2,9,22,14,5
15517,W,23,19,2,15,10
15518,R,15,3,12,5,13
15519,Y,19,4,23,12,24
15520,J,22,2,3,25,18
15521,Y,2,9,24,14,5
15522,Q,16,21,4,21,21
15523,Q,5,5,18,23,2
15524,N,16,23,0,8,22
15525,B,5,13,18,13,2
15526,F,20,20,19,19,20
15527,H,5,1,18,13,2
15528,X,1,10,10,11,4
15529,E,14,16,8,1,1
15530,E,3,5,6,2,25
15531,H,9,8,16,26,0
15532,L,11,22,11,7,17
15533,S,7,13,15,18,27
15534,Z,17,23,21,0,22
15535,Z,3,5,6,2,12
15536,M,13,7,14,20,15
15537,X,15,3,12,5,13
15538,C,14,16,8,1,1
15539,J,1,10,20,11,4
15540,D,15,3,12,13,13
15541,Y,3,5,6,2,25
15542,G,9,8,16,26,0
15543,E,9,8,16,26,0
15544,B,1,10,20,11,4
15545,E,14,16,8,1,1
15546,M,6,11,7,10,8
15547,G,5,1,18,23,2
15548,R,5,1,18,23,2
15549,I,3,5,6,2,25
15550,S,1,2,10,22,18
15551,Z,3,5,6,2,12
15552,P,19,4,23,12,24
15553,I,9,8,20,26,0
15554,N,23,19,2,16,10
15555,I,13,7,14,20,15
15556,Y,10,24,5,6,11
15557,T,2,9,24,14,5
15558,O,13,7,14,20,15
15559,H,3,5,6,2,25
15560,X,1,10,20,11,4
15561,W,23,19,2,15,10
15562,U,15,3,10,5,13
15563,D,1,10,20,11,4
15564,G,12,21,4,21,21
15565,V,10,24,5,6,11
15566,L,11,22,11,7,17
15567,F,3,5,12,5,25
15568,Y,2,9,24,14,5
15569,W,23,19,2,15,10
15570,N,23,19,2,16,10
15571,P,20,20,19,19,20
15572,F,10,4,23,12,11
15573,N,23,19,2,16,10
15574,X,15,3,12,5,13
15575,S,15,13,12,13,13
15576,J,22,2,3,25,18
15577,L,11,22,11,7,17
15578,R,5,1,18,23,2
15579,Q,12,21,0,15,25
15580,L,11,22,11,7,17
15581,N,23,19,2,16,10
15582,S,3,5,6,2,25
15583,R,17,23,21,4,22
15584,B,3,5,6,2,12
15585,Y,10,4,5,12,11
15586,X,4,2,25,4,18
15587,I,22,3,3,25,14
15588,Y,2,9,24,14,5
15589,D,17,23,21,4,22
15590,N,5,1,18,13,2
15591,N,13,7,14,20,15
15592,V,10,4,5,6,11
15593,W,23,19,2,15,10
15594,S,12,21,4,2,21
15595,X,13,7,14,20,15
15596,W,19,12,22,3,16
15597,B,0,18,13,4,22
15598,J,22,2,3,25,18
15599,I,22,2,3,25,18
15600,J,18,14,9,17,7
15601,O,15,3,12,5,13
15602,R,23,19,2,16,13
15603,H,6,11,7,10,8
15604,C,14,16,8,1,1
15605,L,0,18,13,9,3
15606,U,6,15,7,10,8
15607,P,20,20,19,19,20
15608,L,11,22,11,7,17
15609,E,17,23,21,4,22
15610,D,15,3,12,13,13
15611,I,22,2,3,25,18
15612,X,7,13,15,18,27
15613,Y,10,24,5,6,11
15614,U,6,15,7,10,8
15615,W,8,6,0,15,26
15616,M,6,11,7,10,8
15617,S,12,5,4,2,12
15618,S,0,18,13,9,3
15619,P,13,7,23,20,15
15620,T,10,20,5,6,11
15621,O,15,3,12,13,13
15622,O,13,7,14,20,15
15623,K,9,8,16,26,0
15624,E,14,16,8,13,1
15625,L,11,22,11,7,17
15626,S,5,1,18,23,2
15627,Y,10,24,5,6,11
15628,Q,5,1,4,23,25
15629,P,0,18,13,9,3
15630,T,2,9,24,14,5
15631,W,16,21,17,15,6
15632,F,10,4,5,12,11
15633,Z,9,8,16,26,0
15634,E,17,23,21,4,22
15635,T,5,5,18,2,2
15636,Z,7,13,15,18,27
15637,O,15,3,12,5,13
15638,D,15,3,12,13,13
15639,R,0,18,13,8,3
15640,P,1,10,23,11,4
15641,Q,3,5,4,2,25
15642,E,1,10,20,11,4
15643,E,1,10,20,11,4
15644,B,15,13,12,13,13
15645,H,13,7,14,20,15
15646,W,8,6,0,15,26
15647,H,0,18,13,8,3
15648,E,9,8,16,26,0
15649,Y,2,9,24,14,5
15650,G,5,1,18,23,2
15651,K,3,5,6,2,12
15652,L,11,22,11,7,17
15653,A,16,6,17,8,6
15654,H,17,23,21,4,22
15655,T,19,12,22,3,16
15656,C,4,24,25,22,9
15657,P,20,20,19,6,20
15658,G,3,5,6,2,12
15659,B,9,8,16,26,0
15660,P,12,21,4,21,21
15661,I,9,8,20,26,0
15662,V,10,4,5,12,11
15663,H,5,1,18,23,2
15664,X,1,2,20,11,4
15665,M,16,19,17,16,6
15666,W,23,19,2,15,10
15667,W,8,6,0,15,26
15668,Y,19,4,23,12,24
15669,Q,12,1,4,23,21
15670,D,17,23,21,4,22
15671,N,23,10,2,11,10
15672,N,6,11,7,10,8
15673,G,15,3,12,13,13
15674,W,8,6,0,8,26
15675,F,10,4,5,6,11
15676,W,23,19,2,15,10
15677,C,14,16,8,1,1
15678,F,12,5,4,2,21
15679,M,23,19,2,16,10
15680,Y,10,4,5,12,24
15681,N,8,6,0,8,26
15682,Z,7,13,15,18,27
15683,F,10,24,5,6,11
15684,H,1,10,10,11,4
15685,X,4,24,25,22,9
15686,Q,5,1,18,23,2
15687,B,5,1,18,23,2
15688,C,4,16,25,22,9
15689,H,6,11,7,10,8
15690,Z,7,13,15,26,27
15691,T,19,12,22,3,16
15692,S,17,23,21,4,22
15693,K,9,8,16,26,0
15694,W,23,12,22,3,16
15695,X,1,10,20,11,4
15696,Q,5,1,18,23,2
15697,Z,4,18,25,4,9
15698,N,17,23,21,4,22
15699,F,19,4,23,12,24
15700,T,2,9,24,14,5
15701,L,22,2,3,25,19
15702,M,23,19,2,16,10
15703,A,21,0,1,24,23
15704,D,17,23,21,4,22
15705,N,6,11,7,10,8
15706,K,0,18,13,9,3
15707,Q,17,23,21,4,22
15708,U,13,7,14,20,15
15709,F,10,24,5,6,11
15710,Q,3,5,6,5,25
15711,F,20,20,19,19,20
15712,P,20,20,19,19,20
15713,Q,5,1,18,23,2
15714,B,3,5,6,2,12
15715,T,12,1,4,23,21
15716,T,5,1,18,23,2
15717,I,22,3,3,25,14
15718,A,21,17,1,0,19
15719,L,11,22,11,7,17
15720,A,21,0,1,0,19
15721,N,8,6,0,8,26
15722,G,5,1,18,23,2
15723,O,5,1,18,23,2
15724,L,11,22,11,7,17
15725,L,11,22,11,7,17
15726,I,9,8,20,26,0
15727,E,7,13,15,18,27
15728,R,5,1,18,23,2
15729,S,7,13,15,13,27
15730,I,22,2,3,25,18
15731,W,13,7,14,20,15
15732,P,12,21,4,21,21
15733,Q,21,17,21,0,19
15734,E,0,18,13,9,3
15735,F,4,24,25,6,9
15736,V,2,9,24,14,5
15737,I,22,2,3,25,18
15738,J,22,2,3,4,18
15739,I,22,2,3,25,18
15740,F,10,20,5,6,11
15741,F,3,5,6,2,12
15742,U,8,6,0,8,26
15743,M,13,7,14,20,15
15744,F,20,20,23,19,20
15745,R,15,3,12,16,13
15746,V,10,9,5,6,11
15747,E,12,21,4,21,21
15748,M,23,19,2,16,10
15749,P,19,4,23,12,24
15750,A,21,0,1,24,19
15751,F,20,20,19,19,20
15752,N,13,7,14,20,15
15753,Q,3,5,4,2,25
15754,O,15,3,12,5,13
15755,O,5,3,18,5,2
15756,E,4,24,25,22,9
15757,Z,7,13,15,18,27
15758,S,17,23,21,4,22
15759,S,1,10,20,11,4
15760,L,17,2,21,4,19
15761,G,5,1,18,23,2
15762,K,17,23,21,4,22
15763,W,23,19,2,15,10
15764,H,1,10,20,11,4
15765,Y,2,9,24,14,5
15766,U,4,6,25,8,9
15767,Q,5,1,18,23,25
15768,R,5,1,18,23,2
15769,F,19,4,23,12,24
15770,W,8,6,0,8,26
15771,S,4,20,19,6,9
15772,X,5,1,18,23,2
15773,M,16,21,17,21,6
15774,F,23,19,2,15,10
15775,L,12,5,4,2,21
15776,K,16,21,17,21,6
15777,T,2,9,24,14,5
15778,U,6,15,7,10,8
15779,E,1,10,20,11,4
15780,Q,17,23,21,4,22
15781,F,20,20,19,19,20
15782,W,8,6,0,15,26
15783,I,12,5,4,2,21
15784,K,0,23,13,4,3
15785,X,12,21,4,2,21
15786,J,22,2,3,25,18
15787,D,15,3,12,13,13
15788,H,9,7,14,20,15
15789,J,18,14,9,17,7
15790,Y,8,6,0,8,26
15791,I,1,10,20,11,4
15792,S,7,13,15,18,27
15793,Y,10,4,5,12,24
15794,M,23,19,2,16,10
15795,I,22,2,3,25,14
15796,X,1,10,20,11,4
15797,Q,13,7,14,20,15
15798,G,3,5,6,2,25
15799,F,19,4,23,12,24
15800,Z,17,23,21,4,22
15801,Y,3,5,6,2,12
15802,Z,12,18,4,2,21
15803,M,6,11,7,10,8
15804,B,3,5,6,2,25
15805,D,17,23,21,4,22
15806,D,15,3,12,13,13
15807,A,21,17,1,0,19
15808,S,12,21,4,21,21
15809,T,10,20,5,6,11
15810,A,21,17,1,0,19
15811,O,13,7,14,20,15
15812,P,1,10,23,11,24
15813,B,1,10,20,11,4
15814,R,0,18,13,9,3
15815,T,10,20,5,6,11
15816,Z,7,2,15,18,18
15817,F,19,4,23,12,24
15818,M,23,19,2,16,10
15819,O,5,1,18,23,2
15820,Q,0,18,13,9,3
15821,I,22,2,3,25,18
15822,L,22,2,3,25,19
15823,N,13,7,14,20,15
15824,L,22,2,3,0,19
15825,P,20,20,19,19,20
15826,X,9,8,16,26,0
15827,A,21,0,1,24,23
15828,Y,2,9,24,14,5
15829,O,5,1,18,23,2
15830,Y,2,9,24,14,5
15831,G,9,8,16,26,0
15832,M,23,10,2,16,10
15833,O,13,7,14,20,15
15834,L,1,0,20,24,23
15835,T,15,3,12,5,13
15836,P,20,20,19,19,20
15837,X,17,23,21,4,22
15838,R,15,3,12,13,13
15839,Q,5,1,18,23,2
15840,Z,7,13,15,18,27
15841,B,9,8,16,26,0
15842,E,4,24,25,22,9
15843,F,10,24,5,6,11
15844,C,10,24,10,22,11
15845,E,17,2,21,4,18
15846,F,10,20,5,6,11
15847,D,16,21,17,8,6
15848,X,1,2,10,11,18
15849,F,19,4,23,12,24
15850,A,21,0,1,0,19
15851,A,21,0,1,0,19
15852,F,19,4,23,12,24
15853,K,12,23,4,2,21
15854,T,4,20,25,6,11
15855,L,22,2,3,25,19
15856,C,9,8,16,26,0
15857,L,22,2,3,25,19
15858,O,15,3,12,5,13
15859,Z,12,21,4,21,21
15860,K,4,24,25,22,9
15861,G,3,5,6,2,12
15862,Z,0,18,13,9,3
15863,E,5,1,18,23,2
15864,A,0,17,13,0,3
15865,V,2,9,24,14,5
15866,F,20,20,19,19,20
15867,O,16,19,17,16,25
15868,I,22,2,3,25,18
15869,M,6,11,7,10,8
15870,P,20,20,19,19,20
15871,W,16,19,17,21,6
15872,B,9,8,16,26,0
15873,Z,7,13,15,18,27
15874,Y,2,9,24,14,5
15875,W,8,6,0,15,26
15876,F,3,5,6,2,25
15877,T,2,9,24,14,5
15878,Z,17,23,21,0,22
15879,O,15,3,12,5,13
15880,V,16,21,17,21,6
15881,U,19,4,10,12,24
15882,U,6,15,7,10,8
15883,V,2,9,24,14,5
15884,M,23,19,2,16,10
15885,J,18,14,9,17,7
15886,X,5,1,18,23,2
15887,J,1,10,20,11,4
15888,J,0,18,13,9,3
15889,C,14,16,10,22,1
15890,G,15,13,12,13,27
15891,C,14,16,8,1,1
